Num_document;Date;Nom;Matricule_fiscal;Adresse;Montant_Total_HT;TVA;Timbre;Total_TTC;Type
BC25-1;13/12/2025;SOCIETE RED MOON CONSULTING;;40 Rue Ali Ben Ghedhehem 1er étage , 1001 Tunis;5850.0;1111.5;1.0;6962.5;BC
