source;product_id;product_name;price;currency;categories;product_url;image_url;scrape_date,,,,
Kalys;;Le Miroir poisson;120.000TND;TND;la-touche-deco, mobiliers-et-objets-deco;https://www.kalys-designstore.com/produit/miroir-poisson/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:30.1,,
Kalys;;La console SIENA;450.000TND;TND;la-touche-deco, mobiliers-et-objets-deco;https://www.kalys-designstore.com/produit/la-console-siena/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:30.1,,
Kalys;;Le grand disque Noja marron;80.000TND;TND;art-de-la-table, accessoires-de-table, les-rangements, rangements;https://www.kalys-designstore.com/produit/le-grand-disque-noja-marron/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%201200%201200'%2F%3E;04:30.1
Kalys;;Le grand disque Noja nature;80.000TND;TND;art-de-la-table, accessoires-de-table, les-rangements, rangements;https://www.kalys-designstore.com/produit/le-grand-disque-noja-nature/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%201200%201200'%2F%3E;04:30.1
Kalys;;Le miroir OASIS;130.000TND;TND;la-touche-deco, mobiliers-et-objets-deco;https://www.kalys-designstore.com/produit/le-miroir-oasis/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:30.1,,
Kalys;;La grande boîte NOJA nature;75.000TND;TND;les-rangements, rangements;https://www.kalys-designstore.com/produit/la-grande-boite-noja-nature/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:30.1,,
Kalys;;La grande boîte NOJA marron;75.000TND;TND;les-bonnes-affaires, les-rangements, rangements;https://www.kalys-designstore.com/produit/la-grande-boite-noja-marron/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,
Kalys;;Panier Noja nature /vert d'eau;90.000TND;TND;paniers-et-trousses, rangements;https://www.kalys-designstore.com/produit/le-grand-panier-tresse-nature-vert/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,,
Kalys;;Panier Noja nature/marron;90.000TND;TND;paniers-et-trousses, rangements;https://www.kalys-designstore.com/produit/le-grand-panier-tresse-nature-marron/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,,
Kalys;;Plateau Cuivre Martelé Argent;120.000TND;TND;art-de-la-table, accessoires-de-table, rangements;https://www.kalys-designstore.com/produit/plateau-cuivre-argent/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,
Kalys;;La petite boîte NOJA bleu d'eau;40.000TND;TND;les-rangements, rangements;https://www.kalys-designstore.com/produit/la-petite-boite-noja-bleu-deau/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,,
Kalys;;Le disque Noja marron;49.000TND;TND;art-de-la-table, accessoires-de-table, les-rangements, rangements;https://www.kalys-designstore.com/produit/le-disque-noja-marron/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%202560%202560'%2F%3E;04:33.4
Kalys;;Le disque Noja nature;49.000TND;TND;art-de-la-table, accessoires-de-table, les-rangements, rangements;https://www.kalys-designstore.com/produit/le-disque-noja-nature/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%202560%202560'%2F%3E;04:33.4
Kalys;;La boîte NOJA marron;56.000TND;TND;les-rangements, rangements;https://www.kalys-designstore.com/produit/la-boite-noja-marron/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,,
Kalys;;La boîte NOJA nature;56.000TND;TND;les-bonnes-affaires, les-rangements, rangements;https://www.kalys-designstore.com/produit/la-boite-noja-nature/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,
Kalys;;La carafe KARA miel rosé;65.000TND;TND;art-de-la-table, verres-gobelets-et-carafes;https://www.kalys-designstore.com/produit/la-carafe-kara-miel-rose/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%202003%202003'%2F%3E;04:33.4,,
Kalys;;La carafe KARA Turquoise;65.000TND;TND;art-de-la-table, verres-gobelets-et-carafes;https://www.kalys-designstore.com/produit/la-carafe-kara-turquoise/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%202560%202560'%2F%3E;04:33.4,,
Kalys;;Bougie LUNA craquelé au musc blanc;72.000TND;TND;bougies-et-senteurs, la-touche-deco;https://www.kalys-designstore.com/produit/bougie-luna-craquele-au-musc-blanc/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:33.4,,
Kalys;;Bougie LUNA craquelé au jasmin;72.000TND;TND;bougies-et-senteurs, la-touche-deco;https://www.kalys-designstore.com/produit/bougie-luna-craquele-au-jasmin/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%201000%201000'%2F%3E;04:36.6,,
Kalys;;Bougie EDEN Jasmin;68.000TND;TND;bougies-et-senteurs, la-touche-deco;https://www.kalys-designstore.com/produit/bougie-eden-craquele-au-jasmin/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;L'étagère Oasis;190.000TND;TND;la-touche-deco, mobiliers-et-objets-deco;https://www.kalys-designstore.com/produit/letagere-oasis/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;La table Oasis;240.000TND;TND;la-touche-deco, mobiliers-et-objets-deco;https://www.kalys-designstore.com/produit/la-table-oasis/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;Le petit rectangle en chèvre;55.000TND;TND;coussins-plaids-et-peaux, dans-de-beaux-draps;https://www.kalys-designstore.com/produit/le-petit-rectangle-en-chevre/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;Le coussin en chèvre;85.000TND;TND;coussins-plaids-et-peaux, dans-de-beaux-draps;https://www.kalys-designstore.com/produit/le-carre-en-chevre/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;La peau de mouton;99.000TND;TND;coussins-plaids-et-peaux, dans-de-beaux-draps;https://www.kalys-designstore.com/produit/la-peau-de-mouton/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;La peau de chèvre;89.000TND;TND;coussins-plaids-et-peaux, dans-de-beaux-draps;https://www.kalys-designstore.com/produit/la-peau-de-chevre/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,
Kalys;;Le mouton à bascule;295.000TND;TND;la-touche-deco;https://www.kalys-designstore.com/produit/le-mouton-a-bascule/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,,
Kalys;;Le petit mouton;50.000TND;TND;la-touche-deco;https://www.kalys-designstore.com/produit/le-petit-mouton/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20800%20800'%2F%3E;04:36.6,,,
Kalys;;L'entonnoir;240.000TND;TND;les-bonnes-affaires, luminaires, luminaires-suspendus;https://www.kalys-designstore.com/produit/lentonnoir/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%201000%201000'%2F%3E;04:36.6,
Kalys;;La ruche;240.000TND;TND;les-bonnes-affaires, luminaires, luminaires-suspendus;https://www.kalys-designstore.com/produit/la-ruche/;data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%201000%201000'%2F%3E;04:36.6,
